"순번","국가명","무역관명","무역관주소","공항무역관이동"
101.0,에콰도르,키토 무역관,"  ㅇ 주소: Martin Carrion E7-61 entre Rep&uacute;blica y Alpallana Edificio Titanium Plaza. Quito, Ecuador  ㅇ 전화번호: 593) 2-450-4002  ㅇ 이메일: jeewoongjung@kotra.or.kr  ㅇ 홈페이지: www.kotra.or.kr/quito","키토 무역관은 에콰도르 수도 키토의 까롤리나(Carolina) 지역에 위치하고, 쇼핑몰 Mall el Jardin 근처에 있다. 키토 시의 중앙지역으로 사무실과 호텔이 들어선 지역에 위치한다.  ㅇ 무역관 인근 주요 호텔    - JW 메리어트 호텔 키토(5성급, 1박 기준 약 $210)    - Swiss&ocirc;tel Quito(5성급, 1박 기준 약 $145)    - Le Parc(4성급, 1박 기준 약 $129)   ㅇ 공항 출발 시       - 택시: 출국장을 나오면 공항 택시가 대기하고 있다. 택시 승차 후 무역관 주소를 제시하면 된다. 택시요금은 25달러 수준이다.    - 버스: 공항버스를 타고 구 공항까지 이동한다(8달러, 평일 30분 간격 및 주말 1시간 간격으로 운행). 다음 택시를 타고 무역관 주소로 이동한다(5달러).   -&gt; 무역관 주소: Martin Carrion E7-61 entre Rep&uacute;blica y Alpallana Edificio Titanium Plaza   ㅇ 건물 도착 후    - 티타니움 플라자(Titanium Plaza) 로비 Security Desk에서 방문처(Kotra)를 밝히고 신분증을 제시하면 무역관에 유선으로 확인 후 출입문을 열어준다. 방문 전 이메일로 일정을 사전에 협의하는 것이 좋다."
102.0,아르헨티나,부에노스아이레스 무역관 (KOTRA BUENOS AIRES),"  ㅇ 주소: Olga Cossettini 831 (CP:1107), Ciudad Aut&oacute;noma de Buenos Aires, Argentina     - 참고 : https://goo.gl/maps/yVDzJu3ACKAKtgFz9  ㅇ 전화번호: (+54 11) 4312-0033  ㅇ 대표 이메일: kotra@kotra.org.ar  ㅇ 링크드인 홈페이지: https://www.linkedin.com/company/kotra-buenosaires/  ㅇ 우편 배송 시 유의할 점     - 아르헨티나는 일반 국제 우편 시스템이 잘 되어 있지 않아 카탈로그/샘플 수취에 어려움이 있는 국가로, 샘플 및 카탈로그 송부를 원한다면 담당 무역관 직원과 상의하여 EMS 대신 FEDEX 등 국제 운송 업체의 서비스를 이용하는 것이 가장 합리적이다.     - 또한, 현지에서 물품 수취시 문제가 발생하지 않으려면 수취인의 정보가 정확해야 하므로 반드시 물품 발송 전에 무역관 담당직원의 정보를 확인해야 한다.","  ㅇ 무역관이 위치한 Olga Cossettini는 보행자 도로로 공항-무역관 이동 시 주소는 Juana Manso 800으로 설정하는 것이 가장 적절하다. 하차 후 무역관까지는 도보로 약 50m 정도이며, Hilton Hotel 대각선 방향에 위치해 있다.   ㅇ 국제공항(미니스트로 피스타리니 국제공항-EZE-) 출발 시       - 우버/캐비파이: Uber/Cabify 애플리케이션을 다운받은 후 목적지를 입력하고 배정된 운전자를 기다리면 된다. 비용은 보통 20,000페소(약 USD 20) 내외다. (카드결제 가능)    * 아르헨티나에서 우버는 상용화되어 있지만 아직 불법으로 운영되고 있고, 택시 등 다른 교통수단이 많은 공항의 경우 우버보다는 캐비파이를 추천한다.    - 택시 또는 레미스(Remis: 일반 승용차이나 콜택시 형태로 운행되는 합법 교통수단): 공항의 출국장 레미스 스탠드에서 사전에 주소를 보여주고 쿠폰을 구입하면 승차장을 안내해준다. 비용은 우버나 캐비파이보다 20~30% 더 비싸며, 보통 현금결제를 해야 한다.     * 공식환율 : USD 1= ARS 904 (2024년 5월 기준)        비공식환율 : USD 1= ARS 1,090 (2024년 5월 기준)    ㅇ 건물 도착 후     - 로비 Security Desk에서 방문처를 밝히고 신분증을 제시하면 무역관에 유선으로 확인 후 출입을 허가해 준다. 2층 엘리베이터 오른쪽으로 코트라 무역관이 위치해 있다. 코트라 방문미팅을 원할 시 방문 전 이메일 또는 유선으로 일정을 사전에 협의하는 것이 좋다."
103.0,케냐,나이로비 무역관,"  ㅇ 무역관 주소 및 우편배송지    Korea Trade Center, Nairobi    Commercial Section of the Embassy of the Republic of Korea.    Delta Corner Annex, 1st Floor, Ring Road, Westlands, Nairobi    P.O Box 40569-00100 GPO Nairobi, Kenya  ㅇ 대표전화 : (254) 718-220-458 / 111-041-800  ㅇ 대표 이메일: kotranairobi@gmail.com","ㅇ 거리: 공항에서 약 20km, 택시 또는 기타 교통수단 이용 시 교통체증을 고려할 경우 30분~1시간까지 소요될 수 있음. (*공항-나이로비 도심까지 Express Highway를 이용할 경우는 10~20분 이내 소요되나 유료도로라서 우버나 공항택시 이용시 별도 요금 지불이 필요할 수 있음)ㅇ 요금: 공항택시 이용시 3,000~4,000실링(약 25~40달러), 우버 이용시 1,500실링(약 13달러) 소요. (버스 등 대중교통은 이용이 불편하여 택시 이용 권장)ㅇ 위치: Delta Towers 별관 내 Delta Corner Annex 1층 (구글맵에서 &#39;Delta Towers&#39;또는 &lsquo;kotra&rsquo;로 검색 가능)"
104.0,우즈베키스탄,타슈켄트 무역관,"  ㅇ 주소: 7th Floor, 5A Shahrisabz-Tor Street, Mirabad District, Tashkent 100060, Uzbekistan (Seoul Plaza 7층 3~4호)    - 구글 지도에서 KOTRA Tashkent, Seoul Plaza를 검색해도 되며, 옆에 현대엔지니어링 건물이 있음  ㅇ 연락처      - 전화번호: +998-78-140-0215~16    - 팩스번호: +998-78-140-0217      - e-mail: kotratashkent@kotra.or.kr","무역관이 공항에서 가깝고, 우즈베키스탄은 택시비가 비싸지 않아 일반적으로 택시를 이용하는 것을 추천한다. 공항에서 무역관까지 택시로 15~20분 정도 걸리며, 택시요금은 15,000~25,000 우즈베키스탄 숨(약 2달러) 정도이다.공항에서 호객행위를 하는 택시는 보통 미터기 요금이 아니라 부르는 요금을 흥정해서 타야 하는데, 바가지요금(3~4배 이상)을 청구하는 경우가 많으므로 한국에서 출발하기 전에 My Taxi, Yandex Go 등 택시 앱을 깔아 놓았다가 타슈켄트공항에 도착해서는 바로 목적지를 입력한 뒤 다양한 택시등급 중 하나를 선택하면 바가지 쓸 가능성을 크게 줄일 수 있다. 타슈켄트공항택시가 운영 개시하면서 정규공항택시 이외 얀덱스택시, 마이택시 등을 타려면 길가로 나와서 타는 것으로 변경되어 이용하기가 어려워졌다.2022.9.12.에 타슈켄트국제공항은 자체 공항택시의 운영을 시작한다고 발표했다. 이용방법은 입국장에 있는 택시카운터로 가서 목적지 주소를 제시하면, 정해진 택시등급별 요율표에 따라서 금액을 산출해 준다. 카운터에서 현금 등으로 택시비를 지불하고 받은 영수증을 갖고 밖으로 나와서, 줄지어 대기하고 있는 택시 중 첫 번째 택시를 타고 출발하면 된다.   구글 및 얀덱스 지도 또는 택시 앱에서 무역관을 검색할 때에는 Seoul Plaza로 검색할 수 있으며, Seoul Plaza 건물에 도착하면 엘리베이터를 이용해 7층으로 올라오면 된다.이 외에 지하철이나 버스를 이용할 수도 있으나 길이 복잡하여 추천하지 않는다."
105.0,우간다,나이로비 무역관,"우간다에는 KOTRA 무역관이 없으며, 인근 케냐 나이로비 무역관에서 우간다까지 관할하고 있다.    ㅇ 무역관 주소 및 우편배송지     Korea Business Center, Nairobi     Commercial Section of the Embassy of the Republic of Korea.     Delta Corner Annex, 1st Floor, Ring Road, Westlands, Nairobi     P.O Box 40569-00100 GPO Nairobi, Kenya ㅇ 대표전화 : (254) 718-220-458 / 111-041-800ㅇ 대표 이메일: kotranairobi@gmail.com ","ㅇ 거리: 공항에서 약 20km, 택시 또는 기타 교통수단 이용 시 교통체증을 고려할 경우 30분~1시간까지 소요될 수 있음. (*공항-나이로비 도심까지 Express Highway를 이용할 경우는 10~20분 이내 소요되나 유료도로라서 우버나 공항택시 이용시 별도 요금 지불이 필요할 수 있음)ㅇ 요금: 공항택시 이용시 3,000~4,000실링(약 25~40달러), 우버 이용시 1,500실(약 13달러) 소요. (버스 등 여타 대중교통은 이용이 불편하여 택시와 우버 이용 권장)ㅇ 위치: Delta Towers 별관 내 Delta Corner Annex 1층 (구글맵에서 &#39;Delta Towers&#39;또는 &lsquo;kotra&rsquo;로 검색 가능)"
106.0,러시아연방,모스크바 무역관,"  ㅇ 주소: Rm. 908, Rm 603, 3rd Entrance, Office Bldg., WTC, 12, Krasnopresnenskaya nab., Moscow, 123610, Russia        * 동일 건물 및 출구의 6층(603호)은 조사, 공급망 및 프로젝트 진출 지원, 일자리 업무 담당업무 사무실임.  ㅇ 전화: +8 499 656 1627  ㅇ 팩스: +7-495-258-1634  ㅇ 이메일: info@kotra.ru","모스크바 무역관은 모스크바 시내(크레믈린) 중심가에서 약 3km 떨어진 World Trade Center 건물에 있다. World Trade Center는 사무실 건물 호텔 건물(Plaza Garden, 메주드나로드나야 호텔)로 구성되며 총 9개의 입구가 있다. 이 중 3번 입구로 찾아 들어온 뒤 엘리베이터를 타고 9층에서 내리면 된다.  ㅇ 공항에서 찾아오실 때택시를 이용할 경우, 공항에서 무역관까지의 요금은 2,000~2,500루블(30~40달러) 정도이다. 플라자 가든 호텔(가스찌니짜 플라자 가든/러시아식 발음) 또는 쩨엠테(첸트르 메주드나로드나야 타르고블랴/World Trade Center의 러시아식 발음)를 목적지로 요청하면 된다. 모스크바에는 총 4개의 공항이 있는데, 경유지와 항공사에 따라 다른 공항에 도착하므로 사전에 잘 확인해야한다. 가장 크고 많이 이용하는 세르메쩨보 공항(D 터미널)에는 시내로 이어지는 공항철도(Aero Express)가 있다.  D 터미널에서 Train to Mos cow라 표기된 안내판을 따라 도보로 이동할 수 있다. 운영시간은 05:00~00:30이며 30분 간격으로 운행된다. 도착역인 벨라루스키(Belorusskyl) 기차역까지는 약 35분이 소요되며, 요금은 470루블이다. 하차역인 벨라루스키 기차역 옆에 있는 지하철역(벨라루스카야역)을 이용해 시내로 이동할 수 있으며, KOTRA 모스크바 무역관까지 택시로 15분 정도 걸리며 택시비는 500루블(약 8달러) 정도이다. 다만, 벨라루스키 기차역은 상습 혼잡지역이니 공식 미팅이 있을 경우 차가 막히는 것을 충분히 감안하고 출발해야 한다. 2022년 2월 24일 우크라이나 사태로 한국 직항편 임시 중단되어, 한국과의 연결편은 주로 중국(베이징, 상하이), 두바이, 튀르키예(이스탄불), 우즈베키스탄(타슈켄트)를 경유하고 있다.  지하철을 이용할 경우, 지하철 역사가 많고 영어 표지판이 통상 없어 현지 통역자를 만나서 같이 오는 것이 좋다. 공항에서 무역관까지 연결된 지하철은 없으나 도보로 15거리 인근에 젤로보이 쩬뜨르 역이 있다. "
107.0,러시아연방,노보시비르스크 무역관,"  ㅇ 주소: Office 11-03, Bldg. 40(Business Center &#39;MOST&#39;), Kommunisticheskaya Street, Novosibirsk, Russia, 630007  ㅇ 전화: +7-(383)-319-6508, +7-(383)-319-6509, 070-7001-0607(인터넷 전화)   ㅇ 팩스: +7-(383)-319-6510   ㅇ 이메일: info@kotrasiberia.ru","무역관 사무실은 시내 중심지인 Коммунистическая улица, дом 40에 위치하고 있다. 사무실 건물명은 OST라고 하며, 갈색 12층 건물로 무역관 사무실은 11층(1103호)에 위치하고 있다. 무역관 건물은 시내에서 가장 중심인 레닌광장으로부터 도보로 5~7분 정도 떨어져 있으며, 근처에는 노보시비르스크 주 청사 건물이 위치해 있다.   ㅇ 공항에서 찾아오실 때노보시비르스크는 Tolmachovo 공항을 통해 입/출국하게 된다. 공항에서 시내까지 대중 교통수단은 거의 없고, 러시아어가 불가능할 경우에는 영업용 버스도 이용하기가 어려우니 택시를 이용하는 편이 낫다. 노보시비르스크는 현지 화폐가 통용됨에 따라 입국 시 공항 환전소에서 택시비와 비상용으로 50달러 정도를 환전해둘 필요가 있다.   ㅇ 택시 이용방법공항 로비에 나오게 되면 택시 호객꾼들이 많이 서 있다. 호객꾼 택시를 이용하면 안전을 보장하기가 어려우니, 공항 안내 데스크로 가서 택시를 불러달라고 요청하는 것이 좋다. 콜택시가 도착하기까지는 약 5~20분이 소요되며, 공항에서 무역관까지의 요금은 800~1,200루블(14~20달러) 정도가 정상이다. 공항에서 무역관까지 걸리는 시간은 평균 40분 내외이나 시내에서 정체될 시에는 1시간까지도 소요될 수 있다."
108.0,러시아연방,블라디보스톡 무역관,"  ㅇ 주소: 690091, Vladivostok, st.Semenovskaya 29 &ldquo;Lotte Hotel&rdquo;, 1th floor  ㅇ 전화: +7(423) 240-7104  ㅇ 팩스: +7(423) 240-7075   ㅇ 이메일: kotra@kotravl.ru","블라디보스토크 Knevich국제공항에서 시내까지는 공항철도가 있긴 하나, 하루에 5편 정도 운행되고 있어 개인택시 이용이 가장 빠르고 정확한 편이다. 공항에서 택시를 잡을 경우, 시내까지 편도 비용은 1,500~2,000루블(25~35달러)이 소요된다   ㅇ 대중교통을 이용해 블라디보스토크 무역관을 방문하는 방법공항에서 107번 버스 혹은 블라디보스토크역-Knevichi 공항철도를 이용해 기차역(바크잘) 정거장에서 하차한다. 하차 장소에서 택시를 이용해 롯데호텔로 이동해도 좋으나 시내의 경우, 도로 정체가 심하므로 도보로 무역관까지 올라오는 것을 권한다. 도보 시, 기차역에서 무역관까지는 15~20분 소요된다."
109.0,러시아연방,상트페테르부르크 무역관,"  ㅇ 주소: 191014 Nekrasova 32-a, St.Petersburg, Russia  ㅇ 전화: +7(812) 241-1341 / 070-7001-0605  ㅇ 이메일: officespb.kotra@gmail.com","상트페테르부르크 무역관은 총영사관 건물(전면에 국기 게양) 2층에 위치하고 있다. 모스크바 기차역에서 1.6km, 지하철Mayakvskaya, Ploshadi Vosstania역에서 1.1km 떨어져 있어 도보로 이동 시 15~20분이 소요되므로 가능한 택시를 이용하는 편이 낫다. 공항에서부터 요금은 40~50달러 정도이며, 약 40~50분이 소요되고 거리는 20.2km이다."
110.0,세르비아,베오그라드 무역관,"* 무역관에 우편을 배송하시는 경우 아래의 순서 및 정보까지 일치하는지 확인해 주시기 바랍니다.   ㅇ 주소: VIG Plaza, Tresnjinog cveta 1, 7th floor, 11070 New Belgrade, Serbia(Zip code: 11070)  ㅇ 전화번호: (381-11) 311-0860  ㅇ FAX: (381-11) 311-1522  ㅇ 우편 배송지: Korea Trade-Investment Promotion Agency(KOTRA)","  ㅇ 택시: 출국장에서 나오기 전 택시 안내소에서 택시 상품권을 구매한 후 탑승 시 고정된 가격에 택시 이용 가능하며, 택시 상품권 가격은 약 15유로, 택시 이동 시 약 20분 소요되며, 택시 요금은 주간 약 2,000디나르(약 18유로)이며, 야간은 약 3,000디나르(약 25유로)이다.  ㅇ 버스: Block 30 정류장에서 무역관까지 거리는 도보로 약 2분이 소요된다. 버스로 이동 시 약 30~40분이 소요되며, 노선번호 72번 버스가 운행하고 있다."
111.0,캄보디아,프놈펜무역관 ,"ㅇ 주소: 2F, Building B, PGCT Center, St. 274, Phnom Penh, Cambodia (우편번호: 120101)   - PGCT Center 출입구가 A동, B동으로 나뉘어 있으며 프놈펜무역관은 B동에 위치(Naga World 2에서 먼 출입구)ㅇ 대표전화: 855-23-999-099ㅇ 이메일: kotrapnh@kotra.or.kr ","ㅇ 공항택시 또는 툭툭(Tuk Tuk) 이용   - 프놈펜에 도착하는 비행기는 모두 프놈펜 국제공항으로 도착, 도착터미널 근처 택시 바우처 판매 부스에서 바우처 구입 후 공항택시를 이용할 수 있다. 바우처 요금은 툭툭은 7~12달러, 택시는 9~15달러 수준으로 거리에 따라 상이하며, 무역관(Naga World 2 근처라고 얘기하면 됨)까지 택시요금은 15달러 수준이다. 시간은 야간 도착 기준 약 30분 정도 소요되나, 출퇴근 등으로 혼잡한 시간에는 1시간 이상 걸릴 수 있다.ㅇ 차량 호출 서비스 이용   - Grab, TADA, Pass App 등 차량 호출 어플리케이션을 미리 다운받아 출발지와 도착지(무역관으로 오실 경우 PGCT Center)를 입력하고 차량을 호출하면 별도의 요금 흥정 없이 편리하게 이동할 수 있으며, 요금도 공항 택시보다는 저렴한 8~10달러 수준이다. 택시뿐만 아니라 뚝뚝, SUV 등 다양한 차종 선택이 가능하며, Grab과 같은 일부 호출 서비스는 사전에 카드 정보를 입력해 두면 카드 결제도 가능하다. 현금 결제시 거스름돈을 미리 준비해 놓는 것이 좋다.   - 차량 호출 서비스 이용 시 공항 출국 터미널 앞에서 바로 탑승할 수 없으며 차량 정산소 근처의 픽업 포인트에서만 탑승 가능하다.ㅇ 기타 오토바이 및 툭툭 이용   - 별도의 예약 없이 공항 대로변에 대기하고 있는 오토바이나 툭툭을 이용할 수 있으나 출발 전 요금 흥정을 해야 하고 사고나 날치기 등 위험성이 크기 때문에 가급적 이용하지 않는 편이 좋다.ㅇ 무역관 도착 시 외부 벨을 누른 후 Reception Desk에 신분 및 방문 목적 등의 정보를 제공하면 대기실이나 외부 회의실로 안내한다. 무역관 방문 전 이메일이나 전화를 통해 방문 일정을 사전에 협의하는 것을 권장한다."
112.0,캐나다,토론토 무역관,"  ㅇ 주소: 2 St. Clair Avenue West, Suite 800, Toronto, Ontario M4V 1L5  ㅇ 전화번호: +1-416-368-3399  ㅇ 이메일: info@kotra.ca  ㅇ 웹사이트: https://www.kotra.or.kr/toronto/index.do ","  ㅇ 택시 이용    - 공항 출구로 나와 택시에 승차하여 운전기사에게 토론토 시내에 있는 무역관 주소를 알려 주면 무역관 앞까지 안내    - 공항 택시 요금은 C$ 58~64 내외이며, 일반적으로 팁(10~15%)을 포함할 시 총비용은 C$ 64~74 정도 소요  ㅇ 대중교통 이용    - 공항 출구(Terminal 1)로 나와 UP Express Pearson Airport 정류장에서 열차(직행) 승차    - 1인 편도요금은 C$ 12.35    - 다운타운에 위치한 Union(Downtown)역에서 하차 후 지하철역(TTC)에서 Line 1 (Finch 방면) 탑승 후 St. Clair역에서 하차    - 1인 편도요금은 C$ 3.35이며, 안내데스크 또는 무인 발급기에서 승차권 구매 가능    - 출구를 빠져나와 2 St. Clair Avenue West 8층에 있는 무역관 사무실에 도착    - 공항 열차 운행 시간: 05:27~23:57 (15분마다 운행, 소요시간: 46분)    - TTC 운행 시간: 06:00~02:00(익일)"
113.0,캐나다,밴쿠버 무역관,"  ㅇ 주소: Suite 780, 999 Canada Place, Vancouver, British Columbia, Canada, V6C 3E1  ㅇ 전화번호:  +1-604-683-1820  ㅇ 이메일: info@kotrayvr.com  ㅇ 웹사이트: https://www.kotra.or.kr/vancouver/index.do","  ㅇ 대중교통 이용    - YVR 공항에서 밴쿠버 다운타운 &#39;Waterfront&#39; 역까지 스카이트레인 이용(약 25분 소요, 총 12개 정류장)    - Waterfront 역에서 하차 후 Canada Place 방향으로 도보(약 5분 소요)  ㅇ 자가용 이용    - 공항에서 자동차를 렌트한 경우, 교통 사정에 따라 차이가 있을 수 있으나 약 40분 소요    - 주차장은 Canada Place 지하 유료 주차장과 Waterfront역 인근의 (저렴한) 퍼블릭 유료 주차장 이용 가능"
114.0,도미니카공화국,산토도밍고 무역관,"  ㅇ 주소: Av. Sarasota No. 39, Torre Sarasota Center, Suite 901, Bella Vista, Santo Domingo, Republica Dominicana  ㅇ 구글지도: https://goo.gl/maps/UWHiPPrqsb2pK7kc8  ㅇ 전화번호: +1-809-567-9733   ㅇ 팩스: +1-809-567-9737     * EMS는 현지 우체국에서 배송이 누락되는 사례가 종종 발생하므로, 가급적 DHL 또는 FEDEX 등의 사설특송업체 활용 요망","  ㅇ 공항 출발 시   산토도밍고 공항(Las Americas International Airport)에서 택시를 제외하고 산토도밍고 시내까지 바로 들어올 수 있는 대중교통 수단은 없으며, 택시이용시 무역관까지 약 40분 정도 소요된다. 일반택시 또는 Uber를 이용할 수 있다.     - 일반택시     짐을 찾은 후 입국장(1층)으로 나가면 택시 피켓을 든 호객꾼들이 대기하고 있는데, 굳이 따라가지 않고 청사 밖으로 나가면 택시회사에서 대기하고 있으며 요금을 흥정할 수 있다. (호객꾼을 따라갈 경우 별도의 팁을 요구. 이에 응할 의무는 없음)    스페인어가 불가능할 경우 택시기사에게 무역관 주소지 Torre Sarasota Center(Av. Sarasota 39, Bella Vista)라고 쓴 메모를 보여주면 된다.     택시 운전사가 무역관 주소를 보고 위치를 알지 못할 경우 &quot;frente al Hotel Embajador(프렌테 알 오뗄 엠바하도르)&quot;라고 설명하면 위치를 쉽게 파악할 수 있다.      * 무역관은 호텔 입구 맞은편에 위치   무역관까지는 약 1,500페소~2,000페소(30달러~40달러 내외) 정도의 운임을 요구한다. 짐이 많을 경우 추가요금을 요구할 수도 있다.     - Uber    Uber를 이용하면 좀 더 저렴하게 시내로 들어올 수 있다. Uber 탑승 장소는 2층 출국장 Gate 1, Gate 2, Sala VIP 등 3개소 중에 동선이 편한 곳으로 지정할 수 있다.     목적지에  Torre Sarasota Center(Av. Sarasota 39)를 입력하면 무역관에 도착할 수 있다.     공항에 Wifi가 있지만, 탑승장소인 청사 밖으로 나올 경우 통신이 끊겨 기사와 연락이 어려울 수 있고, 기사들이 영어를 하지 못하므로 인터넷 연결이 확실한 경우에 활용하는 것이 좋다. * Uber 탑승 관련 유의사항: Uber 기사들이 외국인 탑승객 하차시 탑승종료 버튼을 누르지 않아 실제 운행내역보다 더 많은 요금이 청구되는 경우가 있으니 유의. 특히 시내에서 공항으로 이동하는 출국예정 승객에 대한 요금사기 시도가 종종 발생. 청구내역 및 주행기록 확인 후 앱을 통해 고객센터로 이의신청을 하면 확인 후 청구내역이 수정된다. 별도 팁을 요구하는 경우가 많은데 앱을 통한 팁 외에 별도 팁은 주지 않아도 무방하다.  ㅇ 건물 도착 후    1층 안내 데스크에서 방문처(KOTRA)를 밝히면 무역관에 방문객 정보 확인 후 9층 엘리베이터 버튼을 활성화해 준다. 무역관의 확인을 위해 방문일정을 이메일, 전화 등으로 사전에 협의할 것을 권장한다. "
115.0,이라크,바그다드 무역관,"  ㅇ 무역관 주소:  Iraq, Baghdad, International Zone, Al-Kindi Area, District 215, Street 9, House No. 12,   ㅇ 우편물 배송주소:  Iraq, Baghadad, Al Jadriya , P.O. BOX 2615 (배송 전 무역관에 사전 연락 및 송장번호 등 송부 필요)  ㅇ 무역관 연락처: +964-772-224-4629 (수신만 가능; 2023년 하반기부터 국제전화 한국 발신을 차단하여, 필요시 별도 인터넷전화 사용) ","공항에서 바그다드 시내로 오는 택시 서비스가 있으나, 외국인의 경우 안전을 고려할 때 이용하지 않는 것이 좋다. 또한 우리 국민의 경우는 경호원이 동승한 차량만 이용하도록 되어 있기 때문에 기본적으로 이용할 수 없다. 무역관 소재한 그린존의 경우 경호회사가 그린존 출입증을 가지고 있어야만 출입이 가능하다. 따라서 출입증이 없는 경우 무역관으로 미리 연락을 주시면 체크포인트(그린존 입구)에 무역관 차량을 보내 픽업을 할 수 있으며, 다수의 방문자가 다수의 차량을 이용할 경우는 대사관과의 사전 조율을 통해 해당 차량이 진입할 수 있도록 조치해야 한다.  시내 소재 호텔 등에서 미팅을 할 경우에는 무역관장이 방문하여 상담할 수 있으며 호텔이 인근지에 소재할 경우 호텔로 무역관에 미리 전화하면 무역관에서 요청자(방문예정자)의 위치로 차량 픽업 서비스를 지원한다.*출국 전 방문 스케줄 사전 협의 조정 필수"
116.0,칠레,KOTRA 산티아고 무역관,"  ㅇ 주소: Av. Presidente Riesco 5435, Oficina 1901, Las condes, Santiago, Chile  ㅇ 전화번호: (+56-2)3221-0710  ㅇ 이메일: info@kotrachile.cl ","ㅇ 공항 출발 시   - 택시: 공항에서 산티아고 라스콘데스(Las Condes) 지역까지 약 2만 8천 페소(약 31달러, USD 1=CLP 900 기준)    - 버스와 지하철 이용 시, 산티아고 공항 출구에서 Centropuerto 공항버스 탑승 후 종점인 Los heroes 역에서 내려 지하철 1호선(적색선)을 타고 Manquehue역에서 하차 후, 도보로 15분 정도 이동해야 한다. 총 소요시간은 1시간 30분 내외이며, 공항버스는 편도 2,000페소(약 2달러, USD 1=CLP 900 기준), 지하철은 편도 720페소(약 0.8달러, USD 1=CLP 900 기준, Bip 교통카드 필수이며 교통카드는 지하철역에서 구매가능) 내외로 이용할 수 있다.    - 공항 카풀 이동업체 Transvip 등을 이용시, 1만 페소(약 13달러, USD 1=CLP 800 기준) 내외로 무역관에 도착할 수 있다. ㅇ 건물 도착 후     - 1층 로비에서 방문 사무실과 신원을 밝힌 후 출입이 가능하다. 무역관의 출입 확인이 필요하므로 방문 전 이메일 또는 유선으로 방문 일정을 사전에 협의할 것을 권장한다."
117.0,일본,도쿄 무역관,  ㅇ 주소: 東京都千代田区丸の内3-4-1 新国際ビル 9F(〒100-0005)  ㅇ 전화번호: +81-3-3214-6951 (FAX: +81-3-3214-6950)  ㅇ 홈페이지: http://kotra.or.jp/ ,"JR 유라쿠쵸역 국제포럼 출구/ 도에이 미타센 히비야역 B3 출구/ 도쿄 메트로 유라쿠쵸센 유라쿠쵸역 D3 출구나리타 공항에서 오는 법1) 리무진버스 이용 도쿄역 하차  ㅇ 도쿄역까지의 약 75분 소요, Airport Limousine Bus : 1인 3,100엔(편도), 10~20분 간격, Airport Bus TYO-NRT : 1인 1,300엔(편도), 20분 간격    - 공항 입국장을 나오면, 정면에 공항 리무진 버스 매표소     - 동경역에서 하차하신 자리에서 택시를 타고 무역관 이동 가능, 택시비는 약 660~1,000엔 소요2) JR나리타익스프레스(JR NARITA EXPRESS) 이용 경우    (http://www.jreast.co.jp/kr/nex/index.html?src=t_info)   ㅇ 약 50분 소요, 1인 약 3,070엔(편도), 매시간별 2~3대 운행    - 입국장을 빠져나와 오른쪽으로 가면 JR역으로 가는 안내 표지 확인    - 지하 2층 전철역에서 JR 이동, 창구에서 유락쵸(有樂町驛)역까지 승차권 구매     - 도쿄역 하차, 반드시 야마노테선으로 환승    - 야마노테선(山手線 Yamanote-Line 연두색 라인)의 시나가와(品川 Shinagawa) 방면 전철을 탑승, 한 정거장인 유락쿠쵸역(有樂町驛)에서 하차    - 국제포럼출구 (진행방향 맨 뒤쪽 출구)로 나오시기 바랍니다.     - 가전판매점 빅카메라(BIC CAMERA)를 따라 직진하면 첫 교차로의 사선방향에 보이는 미쯔이스미토모은행(三井住友은행) 입주 건물이 신국제빌딩 하네다 공항에서 오는 법 1) 모노레일 이용 경우   ㅇ 약 40분 소요, 670엔(편도)     - 국제선 도착로비에서 모노레일 승강장이 있는 승차장으로 이동(동일층). 하마마츠쵸 행을 타고 종점 하마마츠쵸역에서 하차   -  하마마츠쵸역에서 JR 야마노테선(山手線) 도쿄 방면 탑승 후 유라쿠쵸역 하차 2) 케이큐(京急線) 전철 이용  ㅇ 약 40분 소요, 500엔(편도), 5~10분 간격 운행   - 하네다공항 국제선 도착로비에서 케이큐 전철 시나가와 방면 개찰구 이용, 시나가와행 열차 탑승, 시나가와역 하차   - 시나가와역에서 JR 야마노테선(山手線) 도쿄 방면 탑승 후 유라쿠쵸역 하차3) 택시  ㅇ 약 30분 소요(도로상황에 따라 달라질 수 있음), 6,000엔 정도   - 하네다공항 국제선 도착로비에서 탑승 후 국제포럼 정문 현관 앞에서 하차"
